Species,Order,Suborder,Family,Genus,Description author/s,Description year,Subspecies ,Main biogeographic region,Microhabitat,Habitat type,Minimal elevation (m),Maximum elevation (m),Mean Annual Temperature (°C),Temperature Seasonality (standard deviation*100),Seasonality Precipitation (coefficient of variation × 100),Insular/endemic (yes or no),Venomous (yes or no),Diet ,Diet: comments,Active time,Dorsal colour,Dorsal pattern,Foraging mode,Pupil Shape,Fangs,Maximum Longevity (years),Maximum body mass (g),"Maximum total length (""TL"", mm)","Maximum length (""SVL"", mm)/straight carapace length for turtles (""SCL"", mm)","Maximum female length (""SVL"", mm)/straight carapace length for turtles (""SCL"", mm)","Maximum male length (""SVL"", mm)/straight carapace length for turtles (""SCL"", mm)","Maximum juvenile length (""SVL"", mm)/straight carapace length for turtles (""SCL"", mm)",Hatchling/neonate mass (g),Reproductive mode,Sex-determining mechanism (GSD or TSD),Mean number of offspring per litter or number of eggs per clutch,Smallest clutch size,Largest clutch size,Number of litters or clutches produced per year,Egg length (mm),Egg width (mm),Mean Tb,Minimum Tb,Maximum Tb,Genetic data (yes or not),IUCN redlist assessment,IUCN population trend
Isanophis boonsongi,Squamata,Serpentes,Colubridae,Isanophis,Taylor & Elbel,1958,No,Oriental,NA,Forest,700,700,NA,NA,0.2,No,NA,NA,NA,NA,NA,NA,NA,round (or oval),rear-fanged,NA,283.8,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Data Deficient,Unknown
Isopachys anguinoides,Squamata,Sauria,Scincidae,Isopachys,Boulenger,1914,No,Oriental,Fossorial,Forest,0,10,NA,NA,21.50,No,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,2.2,NA,95,NA,NA,NA,NA,viviparous,NA,NA,NA,NA,NA,No,No,NA,NA,NA,Yes,Least Concern,Unknown
Isopachys borealis,Squamata,Sauria,Scincidae,Isopachys,Lang & Böhme,1990,No,Oriental,Fossorial/Terrestrial,NA,NA,NA,NA,NA,NA,No,No,Carnivorous,termitesAnd earthworms (LangAnd Bohme 1990),NA,NA,NA,NA,NA,non-fanged,NA,9.2,NA,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Least Concern,Unknown
Isopachys gyldenstolpei,Squamata,Sauria,Scincidae,Isopachys,Lönnberg,1916,No,Oriental,Fossorial/Terrestrial,Forest,0,10,26.43,1190.10,19.97,No,No,NA,probably earthworms (Chan-ard etAl. 2015),Cathemeral,NA,NA,NA,NA,non-fanged,NA,15.1,NA,220,174.5,NA,78.5,NA,viviparous,NA,5.0,5,5,NA,No,No,NA,NA,NA,No,Least Concern,Stable
Isopachys roulei,Squamata,Sauria,Scincidae,Isopachys,Angel,1920,No,Oriental,Fossorial,Forest,NA,NA,NA,NA,17.88,No,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,3.0,NA,109,NA,NA,NA,NA,viviparous,NA,NA,NA,NA,NA,No,No,NA,NA,NA,No,Least Concern,Unknown
Ithycyphus blanci,Squamata,Serpentes,Pseudoxyrhophiidae,Ithycyphus,Domergue,1988,No,Madagascan,Arboreal,Forest,NA,NA,NA,NA,0.5,Yes,Yes,Carnivorous, Reptiles ,Diurnal,Black/Brown,Uniform,NA,round (or oval),rear-fanged,NA,37.3,880,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Data Deficient,Unknown
Ithycyphus goudoti,Squamata,Serpentes,Pseudoxyrhophiidae,Ithycyphus,Schlegel,1837,No,Madagascan,Arboreal/Terrestrial,Forest/Shrubland,NA,NA,NA,NA,0.5,Yes,Yes,Carnivorous, Reptiles ,Diurnal,Black/Brown,Uniform,NA,round (or oval),rear-fanged,NA,103.1,875,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Ithycyphus miniatus,Squamata,Serpentes,Pseudoxyrhophiidae,Ithycyphus,Schlegel,1837,No,Madagascan,Arboreal,Forest/Shrubland,20,700,NA,NA,0.6,Yes,Yes,Carnivorous,"Amphibians, reptiles ",Diurnal,Black/Brown,Uniform,NA,round (or oval),rear-fanged,NA,671.6,1700,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Ithycyphus oursi,Squamata,Serpentes,Pseudoxyrhophiidae,Ithycyphus,Domergue,1986,No,Madagascan,Arboreal,Forest/Grassland/Shrubland,22,704,NA,NA,0.5,Yes,Yes,Carnivorous, Reptiles ,Diurnal,Black/Brown,Uniform,NA,round (or oval),rear-fanged,NA,534.7,1568,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Ithycyphus perineti,Squamata,Serpentes,Pseudoxyrhophiidae,Ithycyphus,Domergue,1986,No,Madagascan,Arboreal,Forest,31,728,NA,NA,0.5,Yes,Yes,Carnivorous, Reptiles ,Diurnal,Multi,Uniform,NA,round (or oval),rear-fanged,NA,498.9,1530,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Janetaescincus braueri,Squamata,Sauria,Scincidae,Janetaescincus,Boettger,1896,No,Afrotropic,Fossorial/Terrestrial,Forest,NA,NA,NA,NA,21.42,Yes,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,NA,1.1,NA,53,NA,NA,NA,NA,oviparous,NA,2.0,2,2,NA,NA,NA,NA,NA,NA,Yes,Endangered,Decreasing
Janetaescincus veseyfitzgeraldi,Squamata,Sauria,Scincidae,Janetaescincus,Parker,1947,No,Afrotropic,Fossorial/Terrestrial,Forest,0,500,NA,NA,21.13,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,0.5,NA,37,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Endangered,Decreasing
Japalura andersoniana,Squamata,Sauria,Agamidae,Japalura,Annandale,1905,No,Oriental,Arboreal/Terrestrial,Forest,850,1980,NA,NA,14.16,No,No,Carnivorous,"Insects (e.g., DasAnd Das 2017)",Diurnal,NA,NA,NA,NA,non-fanged,NA,13.8,NA,75,53,NA,NA,NA,oviparous,NA,7.0,6,8,NA,NA,NA,NA,NA,NA,No,Least Concern,Stable
Japalura austeniana,Squamata,Sauria,Agamidae,Japalura,Annandale,1908,No,Oriental,Arboreal,Forest,NA,NA,NA,NA,NA,No,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,NA,12.6,NA,117,90.2,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Least Concern,Unknown
Japalura dasi,Squamata,Sauria,Agamidae,Japalura,Shah & Kästle,2002,No,Oriental,Arboreal/Saxicolous,Forest/Shrubland,NA,NA,NA,NA,NA,No,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,NA,8.6,NA,64.5,57.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Vulnerable,Unknown
Japalura kumaonensis,Squamata,Sauria,Agamidae,Japalura,Annandale,1907,No,Saharo-Sindian,Arboreal/Saxicolous/Terrestrial,Forest,1000,2400,10.58,6594.60,18.47,No,No,Carnivorous,"Insects (Kastle etAl. 2013, DasAnd Das 2017)",Diurnal,NA,NA,AMB,NA,non-fanged,4.0,11.2,NA,70.5,62.8,NA,18.3,NA,oviparous,NA,10.4,9,14,NA,NA,NA,NA,NA,NA,No,Near Threatened,Unknown
Japalura major,Squamata,Sauria,Agamidae,Japalura,Jerdon,1870,No,Saharo-Sindian,Saxicolous/Terrestrial,Forest,850,3650,NA,NA,17.69,No,No,Carnivorous,Insects,Diurnal,NA,NA,NA,NA,non-fanged,NA,27.5,NA,94,93,NA,NA,NA,oviparous,NA,10.0,10,10,NA,NA,NA,NA,NA,NA,No,Least Concern,Unknown
Japalura sagittifera,Squamata,Sauria,Agamidae,Japalura,Smith,1940,No,Oriental,Arboreal,Forest,NA,NA,12.38,685.21,NA,No,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,NA,8.3,NA,63.9,57.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Data Deficient,Unknown
Japalura tricarinata,Squamata,Sauria,Agamidae,Japalura,Blyth,1853,No,Oriental,Arboreal/Saxicolous/Terrestrial,Forest/Rocky,900,3000,NA,NA,14.65,No,No,Carnivorous,invertebrates/insects (Kastle etAl. 2013),Diurnal,NA,NA,AMB,NA,non-fanged,NA,7.2,NA,61.3,54.8,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,20.0,NA,NA,Yes,Least Concern,Stable
Japalura variegata,Squamata,Sauria,Agamidae,Japalura,Gray,1853,No,Oriental,Arboreal/Saxicolous/Terrestrial,Forest,100,2970,NA,NA,15.51,No,No,Carnivorous,"Insects (e.g., Kastle etAl. 2013)",Diurnal,NA,NA,AMB,NA,non-fanged,NA,61.7,NA,121.9,78.3,NA,NA,NA,oviparous,NA,16.3,9,20,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Jarujinia bipedalis,Squamata,Sauria,Scincidae,Jarujinia,"Chan-Ard, Makchai & Cota",2011,No,Oriental,Fossorial,Forest,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,4.0,NA,88.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Least Concern,Unknown
Kaestlea beddomii,Squamata,Sauria,Scincidae,Kaestlea,Boulenger,1887,No,Oriental,Fossorial/Terrestrial,Forest,NA,NA,NA,NA,NA,No,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,NA,3.7,NA,58,48.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Least Concern,Unknown
Kaestlea bilineata,Squamata,Sauria,Scincidae,Kaestlea,Gray,1846,No,Oriental,Terrestrial,Forest/Grassland,1700,2600,NA,NA,18.73,No,No,Carnivorous,Insects,Diurnal,NA,NA,NA,NA,non-fanged,NA,5.4,NA,65,55,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Least Concern,Unknown
Kaestlea laterimaculata,Squamata,Sauria,Scincidae,Kaestlea,Boulenger,1887,No,Oriental,Terrestrial,Forest,NA,NA,NA,NA,NA,No,No,Carnivorous,insectivorous (TikaderAnd Sharma 1992),Diurnal,NA,NA,NA,NA,non-fanged,NA,2.3,NA,49.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Vulnerable,Unknown
Kaestlea palnica,Squamata,Sauria,Scincidae,Kaestlea,Boettger,1892,No,Oriental,Terrestrial,Forest,NA,NA,NA,NA,NA,No,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,NA,3.3,NA,56.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Data Deficient,Unknown
Kaestlea travancorica,Squamata,Sauria,Scincidae,Kaestlea,Beddome,1870,No,Oriental,Terrestrial,Forest,500,1700,NA,NA,18.16,No,No,Carnivorous,Insects,Diurnal,NA,NA,NA,NA,non-fanged,NA,4.9,NA,63,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Least Concern,Unknown
Kaieteurosaurus hindsi,Squamata,Sauria,Gymnophthalmidae,Kaieteurosaurus,Kok,2005,No,Neotropic,Terrestrial,Forest,NA,NA,NA,NA,12.77,No,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,1.8,NA,44.4,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Data Deficient,Unknown
Kanakysaurus viviparus,Squamata,Sauria,Scincidae,Kanakysaurus,"Sadlier & Bauer, Smith & Whitaker",2004,No,Australo-Pacific,Cryptic,Forest/Shrubland,300,340,NA,NA,29.67,Yes,No,NA,NA,Nocturnal,NA,NA,NA,NA,non-fanged,NA,11.7,NA,83,NA,NA,35,NA,viviparous,NA,3.0,3,3,NA,No,No,NA,NA,NA,Yes,Endangered,Decreasing
Kanakysaurus zebratus,Squamata,Sauria,Scincidae,Kanakysaurus,"Sadlier & Bauer, Smith & Whitaker",2008,No,Australo-Pacific,Cryptic,Forest/Shrubland,500,1000,NA,NA,27.05,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,7.4,NA,72,69,NA,NA,NA,viviparous,NA,NA,NA,NA,NA,No,No,NA,NA,NA,Yes,Endangered,Decreasing
Karnsophis siantaris,Squamata,Serpentes,Homalopsidae,Karnsophis,Murphy & Voris,2013,No,Oriental,NA,Savanna,NA,NA,NA,NA,0.2,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,rear-fanged,NA,41.8,465,NA,NA,NA,NA,NA,viviparous,NA,2.5,NA,NA,NA,No,No,NA,NA,NA,No,NA,NA
Karusasaurus jordani,Squamata,Sauria,Cordylidae,Karusasaurus,Parker,1936,No,Afrotropic,Saxicolous,Rocky/Savanna,373,641,19.17,4324.20,77.82,No,No,Carnivorous,"InsectsAnd otherArthropods, lizardsAnd sometimes plants (Schleicher 2015)",Diurnal,NA,NA,AMB,NA,non-fanged,NA,63.1,NA,127,119,NA,NA,NA,viviparous,NA,2.3,1,4,NA,No,No,NA,NA,NA,Yes,Least Concern,Stable
Karusasaurus polyzonus,Squamata,Sauria,Cordylidae,Karusasaurus,Smith,1838,No,Afrotropic,Saxicolous,Savanna/Shrubland,0,120,NA,NA,27.93,No,No,Carnivorous,"insectsAnd ""occasionally small quantities of vegetable matter"" (Fitzsimons), insects (Branch 2016)",Diurnal,NA,NA,AMB,NA,non-fanged,11.1,45.7,NA,116,103.7,NA,NA,NA,viviparous,NA,2.4,1,4,1.0,No,No,NA,NA,NA,Yes,Least Concern,Stable
Kataphraktosaurus ungerhamiltoni,Squamata,Sauria,Gymnophthalmidae,Kataphraktosaurus,"Rojas-Runjaic,  Barrio-Amorós, Señaris, Riva & Castroviejo-Fisher",2021,No,Neotropic,Semi-Aquatic,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,23.5,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
Kentropyx altamazonica,Squamata,Sauria,Teiidae,Kentropyx,Cope,1875,No,Neotropic,Semi-Aquatic,Forest,110,460,23.82,611.50,11.65,No,No,Carnivorous,"Arthropods, 1.36%-1.7 vertebrates by volume (Vitt etAl. 2000, Vitt etAl. 2001)",Diurnal,NA,NA,ACT,NA,non-fanged,NA,44.7,NA,114,86.7,NA,31.9,NA,oviparous,NA,6.2,2,9,NA,NA,NA,35.4,NA,NA,Yes,Least Concern,Stable
Kentropyx borckiana,Squamata,Sauria,Teiidae,Kentropyx,Peters,1869,No,Neotropic,Terrestrial,Savanna,8,1054,NA,NA,15.96,No,No,NA,NA,Diurnal,NA,NA,ACT,NA,non-fanged,NA,30.9,NA,101,88.4,NA,NA,NA,oviparous,NA,6.0,3,9,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Kentropyx calcarata,Squamata,Sauria,Teiidae,Kentropyx,Spix,1825,No,Neotropic,Arboreal/Terrestrial,Forest,0,1500,25.25,799.90,15.84,No,No,Carnivorous,"InvertebratesAnd small lizards (e.g., Hoogmoed 1973, Gasnier etAl. 1994), invertebrates, frogsAnd lizard eggs (Vitt etAl. 1997)",Diurnal,NA,NA,ACT,NA,non-fanged,NA,51.3,NA,119,91.4,NA,33.5,NA,oviparous,NA,4.9,1,10,NA,NA,NA,35.9,NA,NA,Yes,Least Concern,Stable
Kentropyx lagartija,Squamata,Sauria,Teiidae,Kentropyx,Gallardo,1962,No,Neotropic,NA,Savanna,160,410,NA,NA,22.56,No,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,NA,19.1,NA,87,NA,NA,29.9,NA,oviparous,NA,5.5,4,7,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Stable
Kentropyx paulensis,Squamata,Sauria,Teiidae,Kentropyx,Boettger,1893,No,Neotropic,Terrestrial,Savanna,80,633,NA,NA,17.52,No,No,NA,NA,Diurnal,NA,NA,ACT,NA,non-fanged,NA,13.2,NA,77,73.6,NA,NA,NA,oviparous,NA,3.9,3,6,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Kentropyx pelviceps,Squamata,Sauria,Teiidae,Kentropyx,Cope,1868,No,Neotropic,Arboreal/Terrestrial,Forest,100,110,24.43,472.30,10.27,No,No,Carnivorous,"Arthropods, frogsAnd lizards",Diurnal,NA,NA,ACT,NA,non-fanged,NA,67.6,NA,130,101.7,NA,37.5,NA,oviparous,NA,4.5,2,8,NA,NA,NA,34.0,NA,NA,Yes,Least Concern,Stable
Kentropyx striata,Squamata,Sauria,Teiidae,Kentropyx,Daudin,1802,No,Neotropic,Arboreal/Terrestrial,Savanna/Wetlands,0,1100,25.72,708.60,16.16,No,No,Carnivorous,"ArthropodsAnd vertebrates, 3% fruit (VittAnd de Carvalho 1992),Arthropods, some fruitAnd frogs (VittAnd de Carvalho 1995),ArthropodsAnd lizards (Murphy 1997), frogs (Martins 2006)",Diurnal,NA,NA,ACT,NA,non-fanged,NA,63.1,NA,127,82.3,NA,30.5,NA,oviparous,NA,4.1,2,12,NA,NA,NA,37.0,NA,NA,Yes,Least Concern,Stable
Kentropyx vanzoi,Squamata,Sauria,Teiidae,Kentropyx,Gallagher & Dixon,1980,No,Neotropic,Terrestrial,Savanna,80,633,NA,NA,13.81,No,No,Carnivorous,Arthropods,Diurnal,NA,NA,ACT,NA,non-fanged,NA,17.8,NA,85,54.5,NA,NA,NA,oviparous,NA,2.3,1,6,NA,NA,NA,NA,NA,NA,Yes,Near Threatened,Unknown
Kentropyx viridistriga,Squamata,Sauria,Teiidae,Kentropyx,Boulenger,1894,No,Neotropic,Terrestrial,Forest/Savanna/Shrubland,80,633,NA,NA,17.23,No,No,Carnivorous,Insects,Diurnal,NA,NA,NA,NA,non-fanged,NA,36.3,NA,107,80.1,NA,NA,NA,oviparous,NA,5.3,2,12,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Kinixys belliana,Testudines,Testudines,Testudinidae,Kinixys,Gray,1831,No,Afrotropic,Terrestrial,Savanna,NA,1500,24.86,153.98,NA,No,No,Omnivorous,"Invertebrates, plants",Nocturnal,Brown/Yellow,Uniform,ACT,round (or oval),non-fanged,26.50,2405.0,NA,220,NA,NA,NA,36.1,oviparous,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
Kinixys erosa,Testudines,Testudines,Testudinidae,Kinixys,Schweigger,1812,No,Afrotropic,Arboreal/Saxicolous/Terrestrial,Forest/Wetlands,NA,NA,24.00,86.77,NA,No,No,Omnivorous,"Invertebrates, plants",Nocturnal,Brown/Yellow,Uniform,ACT,round (or oval),non-fanged,24.80,10956.0,NA,NA,NA,NA,NA,NA,oviparous,NA,2.5,NA,4,1.5,NA,NA,NA,NA,NA,Yes,Data Deficient,Unspecified
Kinixys homeana,Testudines,Testudines,Testudinidae,Kinixys,Bell,1827,No,Afrotropic,Terrestrial,Forest,NA,NA,24.59,98.39,NA,No,No,Omnivorous,"Invertebrates, plants",Crepuscular,Brown/Yellow,Blotched,ACT,round (or oval),non-fanged,4.5,2210.0,NA,NA,NA,NA,NA,NA,oviparous,NA,3.0,NA,NA,NA,46.0,35.0,NA,NA,NA,Yes,Critically Endangered,Decreasing
Kinixys lobatsiana,Testudines,Testudines,Testudinidae,Kinixys,Power,1927,No,Afrotropic,Terrestrial,Grassland/Savanna/Shrubland,800,1500,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,round (or oval),non-fanged,26.50,1640.0,NA,167,NA,NA,NA,36.1,oviparous,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Vulnerable,Decreasing
Kinixys natalensis,Testudines,Testudines,Testudinidae,Kinixys,Hewitt,1935,No,Afrotropic,Terrestrial,Savanna,300,1000,NA,NA,NA,No,No,NA,NA,NA,Brown/Yellow,Blotched,NA,round (or oval),non-fanged,26.50,890.0,NA,155,NA,NA,NA,36.1,oviparous,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Vulnerable,Decreasing
Kinixys nogueyi,Testudines,Testudines,Testudinidae,Kinixys,Lataste,1886,No,Afrotropic,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,Brown/Yellow,Blotched,NA,round (or oval),non-fanged,26.50,1202.0,NA,200,NA,NA,NA,36.1,oviparous,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
Kinixys spekii,Testudines,Testudines,Testudinidae,Kinixys,Gray,1863,No,Afrotropic,Terrestrial,NA,NA,NA,21.61,215.56,NA,No,No,Omnivorous,"Invertebrates, plants",Diurnal,Brown/Yellow,Blotched,ACT,round (or oval),non-fanged,50.0,2129.0,NA,200,NA,NA,NA,NA,oviparous,NA,3.5,2,4,NA,NA,NA,27.0,22.0,27.8,Yes,NA,NA
Kinixys zombensis,Testudines,Testudines,Testudinidae,Kinixys,Hewitt,1931,"Kinixys zombensis zombensis HEWITT 1931
Kinixys zombensis domerguei (VUILLEMIN 1972)",Afrotropic,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,round (or oval),non-fanged,26.50,1202.0,NA,NA,NA,NA,NA,36.1,oviparous,NA,2.3,NA,NA,NA,NA,NA,24.9,22.0,27.8,Yes,NA,NA
Kinosternon abaxillare,Testudines,Testudinata,Kinosternidae,Kinosternon,Baur,1925,No,Neotropic,Aquatic,Wetlands,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,round (or oval),non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,24.9,22.0,27.8,Yes,Vulnerable,Decreasing
Kinosternon acutum,Testudines,Testudines,Kinosternidae,Kinosternon,Gray,1831,No,Neotropic,Aquatic/Terrestrial,Wetlands,NA,NA,NA,NA,NA,No,No,Carnivorous,NA,Nocturnal,Brown,Uniform,NA,round (or oval),non-fanged,NA,269.0,NA,NA,NA,NA,NA,NA,oviparous,TSD,NA,NA,NA,NA,NA,NA,24.9,22.0,27.8,Yes,Near Threatened ,Unspecified
Kinosternon alamosae,Testudines,Testudines,Kinosternidae,Kinosternon,Berry & Legler,1980,No,Nearctic,Aquatic/Terrestrial,Wetlands,NA,NA,NA,NA,NA,No,No,NA,NA,NA,Brown,Uniform,NA,round (or oval),non-fanged,NA,399.0,NA,120,100,120,NA,3.7,oviparous,TSD,4.0,NA,NA,1.0,NA,NA,24.9,22.0,27.8,Yes,Data Deficient,Unknown
Kinosternon angustipons,Testudines,Testudines,Kinosternidae,Kinosternon,Legler,1965,No,Neotropic,Arboreal/Saxicolous/Terrestrial,Wetlands,NA,500,21.87,637.88,NA,No,No,NA,NA,Diurnal,Brown,Uniform,NA,round (or oval),non-fanged,39.90,271.3,NA,NA,NA,NA,NA,4.8,oviparous,NA,4.7,NA,4,3.0,NA,NA,24.9,22.0,27.8,Yes,Vulnerable,Unspecified
Kinosternon baurii,Testudines,Testudines,Kinosternidae,Kinosternon,Garman,1891,No,Nearctic,Arboreal/Saxicolous/Terrestrial,Forest/Shrubland/Wetlands,NA,NA,19.16,574.47,NA,No,No,Omnivorous,"Invertebrates, fish, plants",Diurnal,Brown,Striped,ACT,round (or oval),non-fanged,49.7,269.0,NA,120,NA,NA,NA,4.5,oviparous,TSD,2.6,NA,NA,NA,25.0,20.0,24.9,22.0,27.8,Yes,Least Concern,Unknown
Kinosternon chimalhuaca,Testudines,Testudines,Kinosternidae,Kinosternon,"Berry, Seidel & Iverson",1997,No,Neotropic,Aquatic/Terrestrial,Wetlands,NA,NA,NA,NA,NA,No,No,NA,NA,NA,Brown,Striped,NA,round (or oval),non-fanged,NA,665.0,NA,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,24.9,22.0,27.8,Yes,Least Concern,Unknown
Kinosternon cora,Testudines,Testudines,Kinosternidae,Kinosternon,"Loc-Barragán, Reyes-Velasco, Woolrich-Piña, Grünwald, Venegas De Anaya, Rangel-Mendoza & López-Luna",2020,No,Neotropic,Aquatic/Terrestrial,Wetlands,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,round (or oval),non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,24.9,22.0,27.8,Yes,NA,NA
Kinosternon creaseri,Testudines,Testudines,Kinosternidae,Kinosternon,Hartweg,1934,No,Neotropic,Aquatic/Terrestrial,Forest/Shrubland/Wetlands,NA,NA,NA,NA,NA,No,No,NA,NA,NA,Brown,Uniform,NA,round (or oval),non-fanged,NA,306.0,NA,NA,NA,NA,NA,NA,oviparous,TSD,1.0,1,2,NA,NA,NA,24.9,22.0,27.8,Yes,Least Concern,Stable
Kinosternon dunni,Testudines,Testudines,Kinosternidae,Kinosternon,Schmidt,1947,No,Neotropic,Aquatic,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,round (or oval),non-fanged,NA,964.0,NA,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,1.0,NA,NA,24.9,22.0,27.8,Yes,Vulnerable,Unspecified
Kinosternon durangoense,Testudines,Testudines,Kinosternidae,Kinosternon,Iverson,1979,No,Nearctic,Aquatic/Terrestrial,Wetlands,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,round (or oval),non-fanged,39.90,484.0,NA,NA,NA,NA,NA,4.8,oviparous,NA,4.8,NA,NA,1.0,NA,NA,24.9,22.0,27.8,Yes,Data Deficient,Unknown
Kinosternon flavescens,Testudines,Testudines,Kinosternidae,Kinosternon,Agassiz,1857,No,Nearctic,Arboreal/Saxicolous/Terrestrial,Grassland/Wetlands,NA,1066,15.77,761.82,NA,No,No,Omnivorous,"Amphibians, invertebrates, fish, plants",Diurnal,Brown/Yellow,Uniform,ACT,round (or oval),non-fanged,40.0,733.0,NA,NA,NA,NA,NA,4.8,oviparous,TSD,4.8,1,9,3.0,NA,NA,24.9,22.0,27.8,Yes,Least Concern,Unknown
Kinosternon herrerai,Testudines,Testudines,Kinosternidae,Kinosternon,Stejneger,1925,No,Neotropic,Arboreal/Saxicolous/Terrestrial,Wetlands,NA,575,23.13,299.89,NA,No,No,Omnivorous,"Invertebrates, plants",Cathemeral,Brown,Uniform,ACT,round (or oval),non-fanged,19.6,835.0,NA,130,NA,NA,NA,NA,oviparous,NA,3.0,2,4,4.0,NA,NA,24.9,22.0,27.8,Yes,Near Threatened ,Decreasing
Kinosternon hirtipes,Testudines,Testudines,Kinosternidae,Kinosternon,Wagler,1830,"Kinosternon hirtipes hirtipes (WAGLER 1830)
Kinosternon hirtipes chapalaense IVERSON 1981
Kinosternon hirtipes magdalense IVERSON 1981
Kinosternon hirtipes megacephalum IVERSON 1981
Kinosternon hirtipes murrayi GLASS & HARTWEG 1951
Kinosternon hirtipes tarascense IVERSON 1981",Nearctic,Aquatic,Wetlands,NA,1700,18.53,433.59,NA,No,No,Omnivorous,"Invertebrates, plants",Nocturnal,Brown,Uniform,ACT,round (or oval),non-fanged,9.0,1051.0,NA,NA,NA,NA,NA,4.8,oviparous,TSD,3.5,NA,NA,3.0,NA,NA,24.9,22.0,27.8,Yes,Least Concern,Decreasing
